,title,description,sub_category,skills,num_skills
5731,How to Read French Poetry,"Learn how to read poetry in French, developing a poetry toolkit to better understand poetic language, poetic form, tone, and more.",Leadership and Management,"['Financial Accounting', 'Accounting', 'Financial Statement', 'Balance Sheet']",4
5733,"Dementia and the Arts: Sharing Practice, Developing Understanding and Enhancing Lives","Explore, challenge and shape your perceptions of dementia through science and the creative arts",Leadership and Management,"['Financial Accounting', 'Accounting', 'Financial Statement', 'Balance Sheet']",4
5763,Introduction to Indie Games,"Explore the thriving independent video games industry, and develop the skills to kickstart your career in the sector.",Leadership and Management,"['Financial Accounting', 'Accounting', 'Financial Statement', 'Balance Sheet']",4
5797,Learn Jazz Piano: Advanced and Solo Playing,"2,373 enrolled on this course",Leadership and Management,"['Financial Accounting', 'Accounting', 'Financial Statement', 'Balance Sheet']",4
5798,Learn Jazz Piano: Begin with the Blues,"16,173 enrolled on this course",Leadership and Management,"['Financial Accounting', 'Accounting', 'Financial Statement', 'Balance Sheet']",4
5799,Learn Jazz Piano: Final Topics and Two Concerts,"2,108 enrolled on this course",Leadership and Management,"['Financial Accounting', 'Accounting', 'Financial Statement', 'Balance Sheet']",4
5800,Learn Jazz Piano: Improvising on Jazz Standards,"4,042 enrolled on this course",Leadership and Management,"['Financial Accounting', 'Accounting', 'Financial Statement', 'Balance Sheet']",4
5805,Modern Sculpture: An Introduction to Art History,Grow your visual analysis skills as you learn how to describe and learn from public sculpture artworks at the University of York.,Leadership and Management,"['Financial Accounting', 'Accounting', 'Financial Statement', 'Balance Sheet']",4
5806,From Notation to Performance: Understanding Musical Scores,Find out how musicians turn the notation of a musical score into a memorable performance. Change how you listen to music.,Leadership and Management,"['Financial Accounting', 'Accounting', 'Financial Statement', 'Balance Sheet']",4
5807,Exploring Japanese Avant-garde Art Through Butoh Dance,"See how Japanese art absorbed, refigured and influenced Western art in the 20th century through Hijikata Tatsumi's butoh dance.",Leadership and Management,"['Financial Accounting', 'Accounting', 'Financial Statement', 'Balance Sheet']",4
5809,Anatomy: Know Your Abdomen,Discover the human abdomen and how it works.,Leadership and Management,"['Financial Accounting', 'Accounting', 'Financial Statement', 'Balance Sheet']",4
5810,Diagnosing Rare Diseases: from the Clinic to Research and back,"Discover the role of research, clinical investigation and data sharing in diagnosing rare diseases.",Leadership and Management,"['Financial Accounting', 'Accounting', 'Financial Statement', 'Balance Sheet']",4
5812,Food Science and Nutrition: From the Farm to You,Follow food’s fascinating journey from the farm to your body and explore new food technologies and nutrition around the world. ,Leadership and Management,"['Financial Accounting', 'Accounting', 'Financial Statement', 'Balance Sheet']",4
5813,Diabetes Explained,"Gain a solid understanding of diabetes as you learn to identify the types, risk factors, and signs of this chronic condition.",Leadership and Management,"['Financial Accounting', 'Accounting', 'Financial Statement', 'Balance Sheet']",4
5814,The GRASP Best Practice Advice and Exercise Programme for Shoulder Pain,Learn about advice and exercise to support your patients with rotator cuff related shoulder pain.,Leadership and Management,"['Financial Accounting', 'Accounting', 'Financial Statement', 'Balance Sheet']",4
5816,From Lab to Clinic: Translational Research for Rare Diseases,"Gain an overview of the issues, challenges, and opportunities in translating research into treatments for rare disease patients.",Leadership and Management,"['Financial Accounting', 'Accounting', 'Financial Statement', 'Balance Sheet']",4
5819,Application of Digital Health Interventions,Research on digital heath interventions in mental health,Leadership and Management,"['Financial Accounting', 'Accounting', 'Financial Statement', 'Balance Sheet']",4
5821,Dental Radiography: Radiation Protection in Dental Practice,"1,056 enrolled on this course",Leadership and Management,"['Financial Accounting', 'Accounting', 'Financial Statement', 'Balance Sheet']",4
5822,Improving Healthcare and Medical Education with Online Escape Room Activities,Enrich your healthcare and medical courses with online escape room activities to engage learners in collaborative learning.,Leadership and Management,"['Financial Accounting', 'Accounting', 'Financial Statement', 'Balance Sheet']",4
5823,Internet of Things for Active Ageing,Learn about how the Internet of Things can help people ageing well with this free online course.,Leadership and Management,"['Financial Accounting', 'Accounting', 'Financial Statement', 'Balance Sheet']",4
5827,Improving Healthcare Through Clinical Research,"On this online course, find out how medical treatments are discovered, tested and evaluated to improve healthcare for all. ",Leadership and Management,"['Financial Accounting', 'Accounting', 'Financial Statement', 'Balance Sheet']",4
5828,What is Health Research?,Explore the world of health research and the role volunteers play in transforming treatments and improving health care.,Leadership and Management,"['Financial Accounting', 'Accounting', 'Financial Statement', 'Balance Sheet']",4
5829,Nutrition and Age-Related Chronic Diseases,Explore the link between nutrition and age-related diseases as you gain the skills to use nutrition to prevent chronic conditions.,Leadership and Management,"['Financial Accounting', 'Accounting', 'Financial Statement', 'Balance Sheet']",4
5830,掌控骨关节炎-中文版,学习髋关节和膝关节骨关节炎的相关知识以及控制疼痛症状的策略，包括运动干预、保持健康体重和缓解疼痛的技巧。,Leadership and Management,"['Financial Accounting', 'Accounting', 'Financial Statement', 'Balance Sheet']",4
5831,A Deeper Understanding of Autistic People,"Develop your knowledge of the experiences of autistic people of different genders, barriers to diagnosis and the latest research.",Leadership and Management,"['Financial Accounting', 'Accounting', 'Financial Statement', 'Balance Sheet']",4
5832,Autistic Health: Improving Access to Healthcare,Learn how to improve quality of life for autistic people and overcome the barriers they face in accessing healthcare.,Leadership and Management,"['Financial Accounting', 'Accounting', 'Financial Statement', 'Balance Sheet']",4
5833,Autistic People's Rights and the Law,"Learn about legislation affecting the rights of autistic people within social care, employment and the criminal justice system.",Leadership and Management,"['Financial Accounting', 'Accounting', 'Financial Statement', 'Balance Sheet']",4
5834,Autistic Students and Education: Creating an Inclusive Classroom,Explore the experiences of autistic students and learn how to create inclusive and enabling educational environments.,Leadership and Management,"['Financial Accounting', 'Accounting', 'Financial Statement', 'Balance Sheet']",4
5836,Starting Out in Health and Social Care Research,Get step-by-step guidance on every stage of the research process to kickstart your career in health and social care research.,Leadership and Management,"['Financial Accounting', 'Accounting', 'Financial Statement', 'Balance Sheet']",4
5837,Artificial Intelligence in Bioinformatics,Discover the future of bioinformatics and learn how AI models of bioinformatics data help us to understand biological processes.,Leadership and Management,"['Financial Accounting', 'Accounting', 'Financial Statement', 'Balance Sheet']",4
